grid_id,x_idx_x,y_idx_x,geometry,elevation,modis_ndvi,ndbi,ndvi,nighttime_lights,poi_accessibility,population,precipitation,road_accessibility,sentinel2_composite,slope,surface_temp,x_idx_y,y_idx_y,.geo,lon,lat,cluster,is_protected_forest,is_island,NIR_glcm_contrast,NIR_glcm_dissimilarity,NIR_glcm_homogeneity,NIR_glcm_energy,NIR_glcm_correlation,NIR_glcm_asm,Red_glcm_contrast,Red_glcm_dissimilarity,Red_glcm_homogeneity,Red_glcm_energy,Red_glcm_correlation,Red_glcm_asm,NIR_mean,NIR_std,Red_mean,Red_std,index_right,psgc_code,adm4_pcode,adm4_en,shape_len,shape_area,shape_sqkm,barangay_name_clean,barangay_name,poverty_rate,employment_diversity,total_employed,service_workers_pct,farm_workers_pct,unskilled_workers_pct,permanent_employment_pct,seasonal_employment_pct,weekly_employment_pct,self_employed_count,improved_water_pct,unimproved_water_pct,electricity_access_pct,no_education_pct,elementary_pct,highschool_pct,college_pct,single_house_pct,duplex_pct,multi_residential_pct,strong_roof_pct,light_roof_pct,makeshift_roof_pct,strong_wall_pct,light_wall_pct,makeshift_wall_pct,Children Attending School,Children Not Attending School,school_attendance_rate,predicted_weight,normalized_weight,adjustment_factor,disaggregated_poverty_rate
0_22,0,22,"POLYGON ((121.8975046180001 7.055732787498068, 121.9065582491647 7.055732787498068, 121.9065582491647 7.064715899247979, 121.8975046180001 7.064715899247979, 121.8975046180001 7.055732787498068))",15.135755258126194,0.675,0.0311727505404521,-0.0390356262035924,0.3774127086111112,4225.719549628113,32.42275370611503,2282.2535156974964,1869.0087292638143,531.9700478766882,2.725721598946252,24.25678380695653,0,22,"{""type"":""Polygon"",""coordinates"":[[[121.8975046180001,7.0557327874980675],[121.90655824916468,7.0557327874980675],[121.90655824916468,7.064715899247978],[121.8975046180001,7.064715899247978],[121.8975046180001,7.0557327874980675]]]}",121.8975046180001,7.055732787498068,2,0,0,233.1606670914662,3.33803214217755,0.8852158120462186,0.8745929872393365,0.9649580807666024,0.7649158798073166,340.8482070577547,4.771362472152938,0.881810188522663,0.8726739006889984,0.8913895938517422,0.7615625569732519,1886.3458523840627,1049.2359912482077,840.2952318745918,592.9467413270941,53,907332060,PH0907332060,Patalon,0.158711178502,0.00131178129461,16.0275928958,PATALON,PATALON,0.504225050807573,9.0,993.0,0.06948640483383686,0.44108761329305135,0.3152064451158107,0.035246727089627394,0.8469284994964753,0.11782477341389729,551.0,0.48398576512455516,0.11269276393831554,0.6761565836298933,0.031134780827529702,0.4883244571896764,0.3990167963949201,0.06554690700532569,0.9893111638954869,0.010688836104513063,0.0,0.30723606168446027,0.4851720047449585,0.08896797153024912,0.12811387900355872,0.5693950177935944,0.15183867141162516,1639.0,521.0,0.7587962962962963,0.5042250508075733,0.05263246077131835,1.0000167546550487,0.5042334989243662
0_23,0,23,"POLYGON ((121.8975046180001 7.064715899247979, 121.9065582491647 7.064715899247979, 121.9065582491647 7.073699010997889, 121.8975046180001 7.073699010997889, 121.8975046180001 7.064715899247979))",15.783995488156409,0.7229308020330812,-0.0442442752394007,0.301370759755324,0.4596269078528648,3710.542942622628,19.59464860123132,2282.2535156974964,1836.752820889612,658.6712662021719,1.8462280643834483,26.803747133913053,0,23,"{""type"":""Polygon"",""coordinates"":[[[121.8975046180001,7.064715899247978],[121.90655824916468,7.064715899247978],[121.90655824916468,7.073699010997889],[121.8975046180001,7.073699010997889],[121.8975046180001,7.064715899247978]]]}",121.8975046180001,7.064715899247978,2,0,0,1637.221907502472,23.03498230661899,0.4253317101119663,0.3962480985643866,0.890193380979524,0.1570310912175959,1330.287950977132,20.027089296802384,0.4294237490945157,0.3863329024865667,0.8760578304068826,0.1492764780480993,2922.6246011244493,748.794278235302,895.9885275793953,458.8352331085161,53,907332060,PH0907332060,Patalon,0.158711178502,0.00131178129461,16.0275928958,PATALON,PATALON,0.504225050807573,9.0,993.0,0.06948640483383686,0.44108761329305135,0.3152064451158107,0.035246727089627394,0.8469284994964753,0.11782477341389729,551.0,0.48398576512455516,0.11269276393831554,0.6761565836298933,0.031134780827529702,0.4883244571896764,0.3990167963949201,0.06554690700532569,0.9893111638954869,0.010688836104513063,0.0,0.30723606168446027,0.4851720047449585,0.08896797153024912,0.12811387900355872,0.5693950177935944,0.15183867141162516,1639.0,521.0,0.7587962962962963,0.5042250508075733,0.05263246077131835,1.0000167546550487,0.5042334989243662
0_24,0,24,"POLYGON ((121.8975046180001 7.073699010997889, 121.9065582491647 7.073699010997889, 121.9065582491647 7.0826821227478, 121.8975046180001 7.0826821227478, 121.8975046180001 7.073699010997889))",17.068998702874595,0.7088313728543056,-0.1466867989267633,0.5462989164140548,0.7086970215272306,4413.300910215448,16.89539336355645,2282.2535156974964,1761.05443505658,625.8703047759915,1.6386752187732436,27.804774246956526,0,24,"{""type"":""Polygon"",""coordinates"":[[[121.8975046180001,7.073699010997889],[121.90655824916468,7.073699010997889],[121.90655824916468,7.0826821227478],[121.8975046180001,7.0826821227478],[121.8975046180001,7.073699010997889]]]}",121.8975046180001,7.073699010997889,2,0,0,2252.799125037852,33.173192286032766,0.1357152370714148,0.0878330773641538,0.7904089919730257,0.0077542893977997,2015.8196562838443,29.22933585183098,0.1450517816931088,0.0815582998694585,0.8096116192608152,0.0067088392679436,2933.225294237013,672.5759529135092,865.9868100649351,462.5890362465262,26,907332033,PH0907332033,Labuan,0.150038590396,0.00121720329143,14.8708364392,LABUAN,LABUAN,0.4961994743198125,10.0,1443.0,0.0997920997920998,0.49064449064449067,0.26334026334026334,0.2480942480942481,0.6957726957726957,0.056133056133056136,966.0,0.7045454545454546,0.15235690235690236,0.8324915824915825,0.05297473512632437,0.4482477587612062,0.4229828850855746,0.06519967400162999,0.9595619208087616,0.040438079191238416,0.0,0.18181818181818182,0.4335016835016835,0.10101010101010101,0.050505050505050504,0.48484848484848486,0.12457912457912458,2366.0,904.0,0.7235474006116208,0.49619947431981015,0.0625,1.0,0.4961994743198125
0_25,0,25,"POLYGON ((121.8975046180001 7.0826821227478, 121.9065582491647 7.0826821227478, 121.9065582491647 7.09166523449771, 121.8975046180001 7.09166523449771, 121.8975046180001 7.0826821227478))",18.82781422741128,0.6974177279981322,-0.0801900578477213,0.3726190012193467,0.6522315136789881,4696.569214590358,64.87116983378311,2282.2535156974964,1805.675841484968,628.458604180452,3.1799692131664408,26.39586150695653,0,25,"{""type"":""Polygon"",""coordinates"":[[[121.8975046180001,7.0826821227478],[121.90655824916468,7.0826821227478],[121.90655824916468,7.09166523449771],[121.8975046180001,7.091665234497709],[121.8975046180001,7.0826821227478]]]}",121.8975046180001,7.0826821227478,2,0,0,1531.7665344397412,24.68565564266232,0.319989908312798,0.2810672614327684,0.8970994730602062,0.0790103736415829,1835.182980599896,25.641339103626912,0.3142362514733011,0.2702199363476271,0.8470872117292,0.0730521741328394,2936.9502801120448,783.2522506514395,892.6767888973772,468.4623437420345,26,907332033,PH0907332033,Labuan,0.150038590396,0.00121720329143,14.8708364392,LABUAN,LABUAN,0.4961994743198125,10.0,1443.0,0.0997920997920998,0.49064449064449067,0.26334026334026334,0.2480942480942481,0.6957726957726957,0.056133056133056136,966.0,0.7045454545454546,0.15235690235690236,0.8324915824915825,0.05297473512632437,0.4482477587612062,0.4229828850855746,0.06519967400162999,0.9595619208087616,0.040438079191238416,0.0,0.18181818181818182,0.4335016835016835,0.10101010101010101,0.050505050505050504,0.48484848484848486,0.12457912457912458,2366.0,904.0,0.7235474006116208,0.49619947431981015,0.0625,1.0,0.4961994743198125
0_26,0,26,"POLYGON ((121.8975046180001 7.091665234497709, 121.9065582491647 7.091665234497709, 121.9065582491647 7.10064834624762, 121.8975046180001 7.10064834624762, 121.8975046180001 7.091665234497709))",20.837830415379333,0.6321586236425204,-0.0211186691480498,0.1984281166080162,0.8771120135233645,4320.724990768898,102.15876544847544,2283.04266077069,1817.214416324446,636.4105134093652,4.9206898908636765,27.22901129913044,0,26,"{""type"":""Polygon"",""coordinates"":[[[121.8975046180001,7.091665234497708],[121.90655824916468,7.091665234497709],[121.90655824916468,7.100648346247619],[121.8975046180001,7.100648346247619],[121.8975046180001,7.091665234497708]]]}",121.8975046180001,7.091665234497708,2,0,0,1094.0931731895705,17.8567372623997,0.4874520081003534,0.4561284118956191,0.9284579308293534,0.2080620295565806,1337.9259335062288,18.426499756849356,0.4918807606008809,0.4522411958210928,0.8837509045862593,0.2045392282080965,2835.318767788381,812.9709485556056,951.0303867403314,588.5565591576066,26,907332033,PH0907332033,Labuan,0.150038590396,0.00121720329143,14.8708364392,LABUAN,LABUAN,0.4961994743198125,10.0,1443.0,0.0997920997920998,0.49064449064449067,0.26334026334026334,0.2480942480942481,0.6957726957726957,0.056133056133056136,966.0,0.7045454545454546,0.15235690235690236,0.8324915824915825,0.05297473512632437,0.4482477587612062,0.4229828850855746,0.06519967400162999,0.9595619208087616,0.040438079191238416,0.0,0.18181818181818182,0.4335016835016835,0.10101010101010101,0.050505050505050504,0.48484848484848486,0.12457912457912458,2366.0,904.0,0.7235474006116208,0.49619947431981015,0.0625,1.0,0.4961994743198125
0_27,0,27,"POLYGON ((121.8975046180001 7.10064834624762, 121.9065582491647 7.10064834624762, 121.9065582491647 7.10963145799753, 121.8975046180001 7.10963145799753, 121.8975046180001 7.10064834624762))",66.4439721587588,0.716722690825581,-0.1380027247601097,0.4415699194213027,0.5257434500731895,3279.0726872877176,30.36275548806811,2303.463624708116,1050.9165190964652,529.9882838348059,11.0701719630238,29.49562221565219,0,27,"{""type"":""Polygon"",""coordinates"":[[[121.8975046180001,7.100648346247619],[121.90655824916468,7.100648346247619],[121.90655824916468,7.109631457997529],[121.8975046180001,7.10963145799753],[121.8975046180001,7.100648346247619]]]}",121.8975046180001,7.100648346247619,2,0,0,1208.3079628271576,20.658453330701047,0.3418537099285439,0.2933171797190884,0.9184419498521664,0.0860597950683088,895.7438804442811,13.353852111769552,0.3865019209081014,0.2854147562460045,0.9031601281189175,0.0815046228380335,3384.527640478668,876.0229535745269,679.4838059313215,582.8189634561755,26,907332033,PH0907332033,Labuan,0.150038590396,0.00121720329143,14.8708364392,LABUAN,LABUAN,0.4961994743198125,10.0,1443.0,0.0997920997920998,0.49064449064449067,0.26334026334026334,0.2480942480942481,0.6957726957726957,0.056133056133056136,966.0,0.7045454545454546,0.15235690235690236,0.8324915824915825,0.05297473512632437,0.4482477587612062,0.4229828850855746,0.06519967400162999,0.9595619208087616,0.040438079191238416,0.0,0.18181818181818182,0.4335016835016835,0.10101010101010101,0.050505050505050504,0.48484848484848486,0.12457912457912458,2366.0,904.0,0.7235474006116208,0.49619947431981015,0.0625,1.0,0.4961994743198125
0_28,0,28,"POLYGON ((121.8975046180001 7.10963145799753, 121.9065582491647 7.10963145799753, 121.9065582491647 7.11861456974744, 121.8975046180001 7.11861456974744, 121.8975046180001 7.10963145799753))",66.58557713529021,0.8109489744695878,-0.192344362457609,0.4786846719637638,0.3541111706641027,2941.3211566694326,8.074877247678412,2303.463624708116,878.1651110511923,487.5721264255963,11.283728988600284,28.961486709565232,0,28,"{""type"":""Polygon"",""coordinates"":[[[121.8975046180001,7.10963145799753],[121.90655824916468,7.109631457997529],[121.90655824916468,7.11861456974744],[121.8975046180001,7.11861456974744],[121.8975046180001,7.10963145799753]]]}",121.8975046180001,7.10963145799753,2,0,0,1435.1631900852751,23.10992539658861,0.3581213986772716,0.3179341233927303,0.8988350724816564,0.101092051802232,1212.6678072964264,15.23086894354882,0.3926029241231746,0.3099702804503307,0.8407647005747325,0.0961056061129857,3540.1164191087914,852.5557042912172,559.5897899103439,441.69904921837775,26,907332033,PH0907332033,Labuan,0.150038590396,0.00121720329143,14.8708364392,LABUAN,LABUAN,0.4961994743198125,10.0,1443.0,0.0997920997920998,0.49064449064449067,0.26334026334026334,0.2480942480942481,0.6957726957726957,0.056133056133056136,966.0,0.7045454545454546,0.15235690235690236,0.8324915824915825,0.05297473512632437,0.4482477587612062,0.4229828850855746,0.06519967400162999,0.9595619208087616,0.040438079191238416,0.0,0.18181818181818182,0.4335016835016835,0.10101010101010101,0.050505050505050504,0.48484848484848486,0.12457912457912458,2366.0,904.0,0.7235474006116208,0.49619947431981015,0.0625,1.0,0.4961994743198125
0_29,0,29,"POLYGON ((121.8975046180001 7.118614569747439, 121.9065582491647 7.118614569747439, 121.9065582491647 7.12759768149735, 121.8975046180001 7.12759768149735, 121.8975046180001 7.118614569747439))",53.31905827207839,0.7851086047941006,-0.060909183171899,0.1032157462379774,0.3528780432152703,3912.41394165479,17.683602133698543,2303.463624708116,1768.811785008175,556.416371491962,14.65015149324291,28.15846793913044,0,29,"{""type"":""Polygon"",""coordinates"":[[[121.8975046180001,7.1186145697474394],[121.90655824916468,7.1186145697474394],[121.90655824916468,7.127597681497352],[121.8975046180001,7.12759768149735],[121.8975046180001,7.1186145697474394]]]}",121.8975046180001,7.11861456974744,2,0,0,427.9158483237145,8.709332238189184,0.674350771343494,0.6488783003530415,0.9713851789831112,0.421044979109361,841.9497162307487,10.434546139748196,0.6787132408912514,0.6433868939461246,0.8536430250849601,0.4139548579624862,3264.569949494949,1061.017086863906,778.8002525252525,556.9930877016437,34,907332041,PH0907332041,Limpapa,0.186025317145,0.00124019417295,15.1507808255,LIMPAPA,LIMPAPA,0.5733609166136219,9.0,795.0,0.0389937106918239,0.6427672955974842,0.22012578616352202,0.23144654088050315,0.7283018867924528,0.04025157232704402,441.0,0.5053110773899848,0.2534142640364188,0.661608497723824,0.03471502590673575,0.5191709844559586,0.3917098445595855,0.04507772020725389,0.9848024316109423,0.015197568389057751,0.0,0.16843702579666162,0.511380880121396,0.06980273141122914,0.06980273141122914,0.5402124430955993,0.07587253414264036,1224.0,384.0,0.7611940298507462,0.573360916613623,0.03846153846153846,1.0000000000000002,0.573360916613622
0_30,0,30,"POLYGON ((121.8975046180001 7.12759768149735, 121.9065582491647 7.12759768149735, 121.9065582491647 7.13658079324726, 121.8975046180001 7.13658079324726, 121.8975046180001 7.12759768149735))",42.1796328094043,0.7864283406640463,-0.0128460002602321,0.0121092956313444,0.3288552357683362,4719.327323621445,10.906036175166754,2303.463624708116,1924.911163676684,581.2821221439414,14.15159179778264,28.228295542608706,0,30,"{""type"":""Polygon"",""coordinates"":[[[121.8975046180001,7.12759768149735],[121.90655824916468,7.127597681497352],[121.90655824916468,7.13658079324726],[121.8975046180001,7.13658079324726],[121.8975046180001,7.12759768149735]]]}",121.8975046180001,7.12759768149735,2,0,0,455.5799342841435,7.544265890406972,0.732936948837942,0.7135167644734339,0.9645045681260684,0.5091086102014838,723.3710151590499,8.612648880059997,0.7389757875698608,0.7084417824726431,0.869577595478686,0.5018975899197443,3150.5341328413283,1148.9501695998974,840.1483702337023,657.3585215927668,34,907332041,PH0907332041,Limpapa,0.186025317145,0.00124019417295,15.1507808255,LIMPAPA,LIMPAPA,0.5733609166136219,9.0,795.0,0.0389937106918239,0.6427672955974842,0.22012578616352202,0.23144654088050315,0.7283018867924528,0.04025157232704402,441.0,0.5053110773899848,0.2534142640364188,0.661608497723824,0.03471502590673575,0.5191709844559586,0.3917098445595855,0.04507772020725389,0.9848024316109423,0.015197568389057751,0.0,0.16843702579666162,0.511380880121396,0.06980273141122914,0.06980273141122914,0.5402124430955993,0.07587253414264036,1224.0,384.0,0.7611940298507462,0.573360916613623,0.03846153846153846,1.0000000000000002,0.573360916613622
0_31,0,31,"POLYGON ((121.8975046180001 7.13658079324726, 121.9065582491647 7.13658079324726, 121.9065582491647 7.145563904997171, 121.8975046180001 7.145563904997171, 121.8975046180001 7.13658079324726))",51.48192977938021,0.642910927951422,-0.007663939198381,0.1239994211373755,0.3516457212266623,3992.755229727108,16.457609186060715,2303.463624708116,1877.6099621636304,542.6046475419406,11.680357568982764,29.42624443217392,0,31,"{""type"":""Polygon"",""coordinates"":[[[121.8975046180001,7.13658079324726],[121.90655824916468,7.13658079324726],[121.90655824916468,7.14556390499717],[121.8975046180001,7.14556390499717],[121.8975046180001,7.13658079324726]]]}",121.8975046180001,7.13658079324726,2,0,0,547.1815398985576,11.001149947333625,0.5940538437372794,0.5615062837301855,0.962181268252134,0.3152957444864359,745.9233100801594,10.449697203849976,0.6123155577371003,0.5577661085933154,0.8875920217176994,0.3111142768455381,3401.488171158198,1022.0142706557252,811.253034355071,655.5948150055777,34,907332041,PH0907332041,Limpapa,0.186025317145,0.00124019417295,15.1507808255,LIMPAPA,LIMPAPA,0.5733609166136219,9.0,795.0,0.0389937106918239,0.6427672955974842,0.22012578616352202,0.23144654088050315,0.7283018867924528,0.04025157232704402,441.0,0.5053110773899848,0.2534142640364188,0.661608497723824,0.03471502590673575,0.5191709844559586,0.3917098445595855,0.04507772020725389,0.9848024316109423,0.015197568389057751,0.0,0.16843702579666162,0.511380880121396,0.06980273141122914,0.06980273141122914,0.5402124430955993,0.07587253414264036,1224.0,384.0,0.7611940298507462,0.573360916613623,0.03846153846153846,1.0000000000000002,0.573360916613622
